Area,Median earning,Population_16+,Earning range,Count,Population_18+,BA/BS_18+
"Broome County, New York",55795,58773,"75,000 - 99,999",9299,158886.0,46214.0
"Cattaraugus County, New York",49405,21592,"75,000 - 99,999",2745,59011.0,11808.0
"Cayuga County, New York",52849,26123,"75,000 - 99,999",3741,60381.0,14729.0
"Chautauqua County, New York",51413,38130,"75,000 - 99,999",5330,99354.0,22014.0
"Chemung County, New York",54715,25593,"75,000 - 99,999",4715,64490.0,16794.0
"Clinton County, New York",53843,26759,"75,000 - 99,999",2938,63940.0,16098.0
"Dutchess County, New York",68784,108442,"75,000 - 99,999",18497,243157.0,90733.0
"Erie County, New York",60497,331296,"75,000 - 99,999",46901,756716.0,269120.0
"Jefferson County, New York",49008,42743,"75,000 - 99,999",4824,87280.0,20460.0
"Kings County, New York",70248,888964,"75,000 - 99,999",129742,2004108.0,832429.0
"Madison County, New York",58238,22583,"75,000 - 99,999",3949,54637.0,15087.0
"Monroe County, New York",61420,262144,"75,000 - 99,999",43590,597745.0,229878.0
"Nassau County, New York",85500,504689,"75,000 - 99,999",78706,1086193.0,502424.0
"New York County, New York",102097,655775,"75,000 - 99,999",89133,1381291.0,860960.0
"Niagara County, New York",54691,74620,"75,000 - 99,999",9949,168091.0,42636.0
"Oneida County, New York",54543,73844,"75,000 - 99,999",9884,179090.0,44903.0
"Onondaga County, New York",61856,164534,"75,000 - 99,999",26451,370637.0,140618.0
"Ontario County, New York",61434,38053,"75,000 - 99,999",6499,91683.0,34033.0
"Orange County, New York",63992,138841,"75,000 - 99,999",22603,303245.0,90816.0
"Oswego County, New York",54789,39384,"75,000 - 99,999",6340,94688.0,18577.0
"Putnam County, New York",86306,37607,"75,000 - 99,999",7383,79400.0,36978.0
"Queens County, New York",60705,828140,"75,000 - 99,999",128021,1821344.0,637425.0
"Rensselaer County, New York",70433,57370,"75,000 - 99,999",10927,129327.0,44893.0
"Richmond County, New York",71576,171514,"75,000 - 99,999",29965,385625.0,133087.0
"Rockland County, New York",71377,102700,"75,000 - 99,999",14890,238797.0,91363.0
"St. Lawrence County, New York",52427,29521,"75,000 - 99,999",3864,86080.0,20725.0
"Saratoga County, New York",69380,90826,"75,000 - 99,999",13075,193627.0,81172.0
"Schenectady County, New York",64700,55627,"75,000 - 99,999",9285,125739.0,42612.0
"Steuben County, New York",55638,29759,"75,000 - 99,999",3812,72825.0,17596.0
"Suffolk County, New York",73880,571753,"75,000 - 99,999",88639,1210386.0,459521.0
"Sullivan County, New York",55401,27143,"75,000 - 99,999",3252,62688.0,17767.0
"Tompkins County, New York",60491,32136,"75,000 - 99,999",4107,89603.0,43032.0
"Ulster County, New York",64380,59448,"75,000 - 99,999",8994,151597.0,55355.0
"Warren County, New York",59382,25402,"75,000 - 99,999",4676,54362.0,19623.0
"Wayne County, New York",57679,31963,"75,000 - 99,999",4837,72243.0,18273.0
"Westchester County, New York",84565,367416,"75,000 - 99,999",53786,782937.0,398013.0
"Alamance County, North Carolina",50415,66376,"75,000 - 99,999",6983,139851.0,37546.0
"Brunswick County, North Carolina",52529,45032,"75,000 - 99,999",6493,138339.0,46125.0
"Buncombe County, North Carolina",50743,92292,"75,000 - 99,999",10401,227498.0,101925.0
"Burke County, North Carolina",42016,30221,"75,000 - 99,999",2380,72200.0,13742.0
"Cabarrus County, North Carolina",56282,98601,"75,000 - 99,999",11895,180343.0,62871.0
"Caldwell County, North Carolina",46215,29345,"75,000 - 99,999",2887,65056.0,11181.0
"Carteret County, North Carolina",58951,24890,"75,000 - 99,999",5016,59655.0,21031.0
"Catawba County, North Carolina",47196,63017,"75,000 - 99,999",5994,129226.0,31316.0
"Chatham County, North Carolina",71796,,"75,000 - 99,999",,66458.0,30985.0
"Cleveland County, North Carolina",50954,35656,"75,000 - 99,999",2772,78870.0,20485.0
"Craven County, North Carolina",43889,34170,"75,000 - 99,999",5189,80634.0,18530.0
"Cumberland County, North Carolina",44111,126242,"75,000 - 99,999",13957,252646.0,63624.0
"Davidson County, North Carolina",50336,61649,"75,000 - 99,999",6019,137525.0,28988.0
"Durham County, North Carolina",62274,139046,"75,000 - 99,999",19159,271771.0,144683.0
"Forsyth County, North Carolina",50871,137079,"75,000 - 99,999",13766,304928.0,116622.0
"Franklin County, North Carolina",52321,,"75,000 - 99,999",,60490.0,14508.0
"Gaston County, North Carolina",54001,89295,"75,000 - 99,999",12650,184262.0,49026.0
"Guilford County, North Carolina",50274,202235,"75,000 - 99,999",23498,430053.0,144261.0
"Harnett County, North Carolina",56152,44795,"75,000 - 99,999",7429,105762.0,27762.0
"Henderson County, North Carolina",49098,39111,"75,000 - 99,999",4362,97503.0,34633.0
"Iredell County, North Carolina",54800,78152,"75,000 - 99,999",8261,155565.0,51563.0
"Johnston County, North Carolina",55666,91904,"75,000 - 99,999",14551,182580.0,52813.0
"Lee County, North Carolina",42056,,"75,000 - 99,999",,51495.0,10937.0
"Lincoln County, North Carolina",52330,,"75,000 - 99,999",,76150.0,21208.0
"Mecklenburg County, North Carolina",65020,502835,"75,000 - 99,999",69801,901579.0,435194.0
"Moore County, North Carolina",65835,33040,"75,000 - 99,999",5981,84035.0,35312.0
"Nash County, North Carolina",51348,36574,"75,000 - 99,999",4948,75194.0,16200.0
"New Hanover County, North Carolina",57465,85633,"75,000 - 99,999",10648,196745.0,85701.0
"Onslow County, North Carolina",41281,89587,"75,000 - 99,999",6805,160936.0,29755.0
"Orange County, North Carolina",65134,52308,"75,000 - 99,999",4311,123622.0,64650.0
"Pender County, North Carolina",54248,,"75,000 - 99,999",,53117.0,16887.0
"Pitt County, North Carolina",51505,57779,"75,000 - 99,999",8417,137852.0,41394.0
"Randolph County, North Carolina",49735,50384,"75,000 - 99,999",6092,114898.0,21060.0
"Robeson County, North Carolina",41076,34118,"75,000 - 99,999",2957,86888.0,11075.0
"Rockingham County, North Carolina",49270,31532,"75,000 - 99,999",4384,73957.0,13036.0
"Rowan County, North Carolina",50649,53775,"75,000 - 99,999",5214,118863.0,27343.0
"Rutherford County, North Carolina",43640,20647,"75,000 - 99,999",1679,52471.0,10499.0
"Stanly County, North Carolina",51679,23085,"75,000 - 99,999",3214,51689.0,9519.0
"Surry County, North Carolina",44271,23058,"75,000 - 99,999",2908,56602.0,11691.0
"Union County, North Carolina",62081,92679,"75,000 - 99,999",10383,191627.0,71836.0
"Wake County, North Carolina",73780,495316,"75,000 - 99,999",73543,919576.0,502378.0
"Wayne County, North Carolina",44847,37053,"75,000 - 99,999",5076,90867.0,18190.0
"Wilkes County, North Carolina",44930,,"75,000 - 99,999",,52999.0,9106.0
"Wilson County, North Carolina",46553,,"75,000 - 99,999",,61019.0,11949.0
"Burleigh County, North Dakota",62985,40131,"75,000 - 99,999",5938,77088.0,28745.0
"Cass County, North Dakota",56522,82197,"75,000 - 99,999",11504,152956.0,58218.0
"Grand Forks County, North Dakota",56112,26244,"75,000 - 99,999",3524,57940.0,17260.0
"Ward County, North Dakota",55167,28148,"75,000 - 99,999",3361,51868.0,14602.0
"Allen County, Ohio",52028,34955,"75,000 - 99,999",4538,77232.0,14740.0
"Ashtabula County, Ohio",50294,30927,"75,000 - 99,999",3975,75762.0,12935.0
"Belmont County, Ohio",46639,21665,"75,000 - 99,999",2614,52815.0,11814.0
"Butler County, Ohio",57115,140673,"75,000 - 99,999",18763,302537.0,86615.0
"Clark County, Ohio",52590,41628,"75,000 - 99,999",6489,104221.0,17839.0
"Clermont County, Ohio",61345,79969,"75,000 - 99,999",12813,165741.0,49872.0
"Columbiana County, Ohio",51770,32454,"75,000 - 99,999",3879,80390.0,11483.0
"Cuyahoga County, Ohio",58183,434397,"75,000 - 99,999",57260,982384.0,347610.0
"Delaware County, Ohio",87876,90148,"75,000 - 99,999",14990,175119.0,94316.0
"Erie County, Ohio",52891,,"75,000 - 99,999",,59703.0,15694.0
"Fairfield County, Ohio",62123,59983,"75,000 - 99,999",11015,125933.0,36215.0
"Franklin County, Ohio",58889,521308,"75,000 - 99,999",70400,1019378.0,410797.0
"Geauga County, Ohio",64678,32524,"75,000 - 99,999",3967,74504.0,25580.0
"Greene County, Ohio",68234,60029,"75,000 - 99,999",9694,135070.0,51697.0
"Hamilton County, Ohio",60954,305625,"75,000 - 99,999",43012,638232.0,260903.0
"Hancock County, Ohio",59635,,"75,000 - 99,999",,59448.0,19032.0
"Lake County, Ohio",60735,90429,"75,000 - 99,999",13575,187626.0,59136.0
"Licking County, Ohio",57763,67182,"75,000 - 99,999",10406,141692.0,35477.0
"Lorain County, Ohio",59393,114241,"75,000 - 99,999",18344,250363.0,69584.0
"Lucas County, Ohio",52458,145708,"75,000 - 99,999",20140,329146.0,91960.0
"Mahoning County, Ohio",51354,67956,"75,000 - 99,999",8361,179979.0,44070.0
"Marion County, Ohio",50261,,"75,000 - 99,999",,51089.0,5968.0
"Medina County, Ohio",66742,65885,"75,000 - 99,999",13289,145188.0,48368.0
"Miami County, Ohio",57315,39096,"75,000 - 99,999",5729,85927.0,22607.0
"Montgomery County, Ohio",55252,182358,"75,000 - 99,999",24681,415838.0,125134.0
"Muskingum County, Ohio",43116,27386,"75,000 - 99,999",3375,66765.0,12220.0
"Portage County, Ohio",55419,58915,"75,000 - 99,999",8701,134132.0,38077.0
"Richland County, Ohio",46056,38585,"75,000 - 99,999",6056,98131.0,17625.0
"Ross County, Ohio",51728,,"75,000 - 99,999",,60093.0,10961.0
"Scioto County, Ohio",50535,22298,"75,000 - 99,999",2729,56783.0,9237.0
"Stark County, Ohio",50719,128192,"75,000 - 99,999",14302,292738.0,72317.0
"Summit County, Ohio",57521,195885,"75,000 - 99,999",26699,425767.0,151954.0
"Trumbull County, Ohio",49406,63495,"75,000 - 99,999",7201,159375.0,31871.0
"Tuscarawas County, Ohio",50359,29331,"75,000 - 99,999",4109,70740.0,11950.0
"Union County, Ohio",71372,,"75,000 - 99,999",,53129.0,18675.0
"Warren County, Ohio",72271,102343,"75,000 - 99,999",15064,192739.0,86169.0
"Wayne County, Ohio",52512,38428,"75,000 - 99,999",5212,88786.0,20857.0
"Wood County, Ohio",58518,48820,"75,000 - 99,999",7285,106069.0,34310.0
"Canadian County, Oklahoma",55180,67698,"75,000 - 99,999",9128,131130.0,39416.0
"Cleveland County, Oklahoma",51822,106331,"75,000 - 99,999",13680,240814.0,72248.0
"Comanche County, Oklahoma",45634,41129,"75,000 - 99,999",3574,92722.0,21882.0
"Creek County, Oklahoma",46764,25506,"75,000 - 99,999",2655,56799.0,9528.0
"Muskogee County, Oklahoma",45080,21001,"75,000 - 99,999",2051,50492.0,7812.0
"Oklahoma County, Oklahoma",51820,294748,"75,000 - 99,999",34629,605015.0,212006.0
"Payne County, Oklahoma",47364,23509,"75,000 - 99,999",2220,67924.0,22454.0
"Pottawatomie County, Oklahoma",41395,23952,"75,000 - 99,999",1997,56692.0,10436.0
"Rogers County, Oklahoma",51703,35472,"75,000 - 99,999",5013,77057.0,19209.0
"Tulsa County, Oklahoma",50987,245659,"75,000 - 99,999",28226,513126.0,162953.0
"Wagoner County, Oklahoma",56005,32736,"75,000 - 99,999",4422,68339.0,16831.0
"Benton County, Oregon",62303,28039,"75,000 - 99,999",3936,82952.0,37539.0
"Clackamas County, Oregon",69958,153300,"75,000 - 99,999",20539,335716.0,127231.0
"Deschutes County, Oregon",66328,73175,"75,000 - 99,999",11109,169956.0,75601.0
"Douglas County, Oregon",54822,30844,"75,000 - 99,999",5718,90808.0,16268.0
"Jackson County, Oregon",54340,64827,"75,000 - 99,999",9062,176208.0,48889.0
"Josephine County, Oregon",59688,22707,"75,000 - 99,999",3745,71263.0,14631.0
"Klamath County, Oregon",42457,,"75,000 - 99,999",,54517.0,10746.0
"Lane County, Oregon",52355,119302,"75,000 - 99,999",14670,315448.0,94169.0
"Linn County, Oregon",55374,44649,"75,000 - 99,999",6297,102613.0,22064.0
"Marion County, Oregon",52828,113877,"75,000 - 99,999",16337,266110.0,68092.0
"Multnomah County, Oregon",68846,318602,"75,000 - 99,999",54234,653270.0,310155.0
"Polk County, Oregon",61206,27342,"75,000 - 99,999",3920,70999.0,18965.0
"Umatilla County, Oregon",47836,,"75,000 - 99,999",,60687.0,10523.0
"Washington County, Oregon",73104,238741,"75,000 - 99,999",36422,472644.0,218978.0
"Yamhill County, Oregon",65931,33098,"75,000 - 99,999",5923,86581.0,25439.0
"Adams County, Pennsylvania",57390,38503,"75,000 - 99,999",5867,86374.0,18859.0
"Allegheny County, Pennsylvania",63478,469317,"75,000 - 99,999",69117,998667.0,438011.0
"Armstrong County, Pennsylvania",51222,22050,"75,000 - 99,999",2305,52022.0,10191.0
"Beaver County, Pennsylvania",60397,59609,"75,000 - 99,999",9513,133743.0,38354.0
"Berks County, Pennsylvania",56104,157283,"75,000 - 99,999",22716,338643.0,84253.0
"Blair County, Pennsylvania",50012,41116,"75,000 - 99,999",4388,96485.0,20302.0
"Bucks County, Pennsylvania",75565,251279,"75,000 - 99,999",41221,518542.0,216136.0
"Butler County, Pennsylvania",62619,72669,"75,000 - 99,999",10439,160401.0,55868.0
"Cambria County, Pennsylvania",50990,43130,"75,000 - 99,999",5001,105614.0,23811.0
"Carbon County, Pennsylvania",59619,22398,"75,000 - 99,999",3424,53291.0,9303.0
"Centre County, Pennsylvania",56169,47521,"75,000 - 99,999",6753,135370.0,48831.0
"Chester County, Pennsylvania",85286,216657,"75,000 - 99,999",33787,430508.0,230573.0
"Clearfield County, Pennsylvania",46862,26057,"75,000 - 99,999",2753,62897.0,12937.0
"Columbia County, Pennsylvania",50961,23295,"75,000 - 99,999",2359,54398.0,13084.0
"Crawford County, Pennsylvania",47303,27604,"75,000 - 99,999",2533,65157.0,14690.0
"Cumberland County, Pennsylvania",61566,97952,"75,000 - 99,999",13271,215666.0,81770.0
"Dauphin County, Pennsylvania",57208,108547,"75,000 - 99,999",15366,224914.0,77043.0
"Delaware County, Pennsylvania",64962,209137,"75,000 - 99,999",28949,450216.0,175840.0
"Erie County, Pennsylvania",50698,87313,"75,000 - 99,999",11633,212750.0,57264.0
"Fayette County, Pennsylvania",50553,40773,"75,000 - 99,999",4532,100455.0,18382.0
"Franklin County, Pennsylvania",56393,56306,"75,000 - 99,999",7770,123755.0,29265.0
"Indiana County, Pennsylvania",46493,24815,"75,000 - 99,999",2373,67599.0,15283.0
"Lackawanna County, Pennsylvania",51204,72158,"75,000 - 99,999",9419,172510.0,47036.0
"Lancaster County, Pennsylvania",56317,195079,"75,000 - 99,999",30114,430624.0,126429.0
"Lawrence County, Pennsylvania",52769,28213,"75,000 - 99,999",3004,67837.0,15767.0
"Lebanon County, Pennsylvania",51978,55091,"75,000 - 99,999",7858,112284.0,27307.0
"Lehigh County, Pennsylvania",54934,137858,"75,000 - 99,999",16174,294024.0,92990.0
"Luzerne County, Pennsylvania",51440,114784,"75,000 - 99,999",13845,260873.0,59259.0
"Lycoming County, Pennsylvania",55780,38195,"75,000 - 99,999",5183,90012.0,22480.0
"Mercer County, Pennsylvania",52742,34593,"75,000 - 99,999",5662,87974.0,19953.0
"Monroe County, Pennsylvania",54939,56711,"75,000 - 99,999",8240,134908.0,33937.0
"Montgomery County, Pennsylvania",76330,338889,"75,000 - 99,999",54130,685548.0,340437.0
"Northampton County, Pennsylvania",61942,114340,"75,000 - 99,999",16146,258653.0,82418.0
"Northumberland County, Pennsylvania",50146,29716,"75,000 - 99,999",3821,72377.0,13044.0
"Philadelphia County, Pennsylvania",58650,560337,"75,000 - 99,999",85417,1226231.0,406895.0
"Schuylkill County, Pennsylvania",51698,49478,"75,000 - 99,999",6771,115512.0,22118.0
"Somerset County, Pennsylvania",46049,23333,"75,000 - 99,999",2861,59164.0,9006.0
"Washington County, Pennsylvania",59480,77404,"75,000 - 99,999",11710,169189.0,51738.0
"Westmoreland County, Pennsylvania",57954,125312,"75,000 - 99,999",20724,287823.0,88234.0
"York County, Pennsylvania",57506,175753,"75,000 - 99,999",29302,363702.0,99030.0
"Kent County, Rhode Island",72299,65971,"75,000 - 99,999",12925,140919.0,52403.0
"Newport County, Rhode Island",69571,29829,"75,000 - 99,999",4058,70936.0,35358.0
"Providence County, Rhode Island",61597,239364,"75,000 - 99,999",38603,528363.0,164625.0
"Washington County, Rhode Island",72239,44787,"75,000 - 99,999",6709,111024.0,52412.0
"Aiken County, South Carolina",53218,58734,"75,000 - 99,999",9116,139075.0,43786.0
"Anderson County, South Carolina",50763,78688,"75,000 - 99,999",9774,165248.0,42014.0
"Beaufort County, South Carolina",52584,65812,"75,000 - 99,999",6105,165713.0,73975.0
"Berkeley County, South Carolina",54284,100300,"75,000 - 99,999",14933,195492.0,58916.0
"Charleston County, South Carolina",61882,169328,"75,000 - 99,999",20360,342700.0,166391.0
"Dorchester County, South Carolina",55015,64425,"75,000 - 99,999",9234,128834.0,37397.0
"Florence County, South Carolina",46961,45530,"75,000 - 99,999",5193,105615.0,22488.0
"Georgetown County, South Carolina",49174,,"75,000 - 99,999",,54875.0,16978.0
"Greenville County, South Carolina",59896,206731,"75,000 - 99,999",29735,430900.0,170503.0
"Greenwood County, South Carolina",46427,25414,"75,000 - 99,999",2408,53981.0,13432.0
"Horry County, South Carolina",50102,117678,"75,000 - 99,999",12638,331056.0,89292.0
"Kershaw County, South Carolina",50553,24365,"75,000 - 99,999",2731,53691.0,12726.0
"Lancaster County, South Carolina",60103,41926,"75,000 - 99,999",6440,84865.0,27095.0
"Laurens County, South Carolina",46997,24312,"75,000 - 99,999",2073,53879.0,7908.0
"Lexington County, South Carolina",55838,113405,"75,000 - 99,999",15768,238946.0,75240.0
"Oconee County, South Carolina",51937,23864,"75,000 - 99,999",2954,65766.0,18038.0
"Orangeburg County, South Carolina",44606,,"75,000 - 99,999",,65342.0,10330.0
"Pickens County, South Carolina",48813,44185,"75,000 - 99,999",5349,110690.0,26570.0
"Richland County, South Carolina",50150,150377,"75,000 - 99,999",14510,334017.0,121966.0
"Spartanburg County, South Carolina",50153,126272,"75,000 - 99,999",13293,273460.0,65445.0
"Sumter County, South Carolina",46627,35035,"75,000 - 99,999",3126,79512.0,14451.0
"York County, South Carolina",60587,116233,"75,000 - 99,999",13540,228347.0,83485.0
"Lincoln County, South Dakota",61767,,"75,000 - 99,999",,54435.0,23530.0
"Minnehaha County, South Dakota",56979,87374,"75,000 - 99,999",10303,154695.0,53947.0
"Pennington County, South Dakota",52923,40397,"75,000 - 99,999",4406,91186.0,30610.0
"Anderson County, Tennessee",49822,27151,"75,000 - 99,999",2843,63385.0,17818.0
"Blount County, Tennessee",51635,52550,"75,000 - 99,999",5349,113617.0,31082.0
"Bradley County, Tennessee",46886,38850,"75,000 - 99,999",4894,87298.0,19779.0
"Davidson County, Tennessee",62335,308528,"75,000 - 99,999",45492,567106.0,272785.0
"Greene County, Tennessee",40909,23797,"75,000 - 99,999",1496,59627.0,9245.0
"Hamblen County, Tennessee",45939,,"75,000 - 99,999",,51138.0,11140.0
"Hamilton County, Tennessee",55876,141562,"75,000 - 99,999",13742,299788.0,105280.0
"Knox County, Tennessee",53183,183780,"75,000 - 99,999",18438,396498.0,152829.0
"Madison County, Tennessee",50598,33578,"75,000 - 99,999",4259,77132.0,16745.0
"Maury County, Tennessee",56812,41977,"75,000 - 99,999",6747,85156.0,23332.0
"Montgomery County, Tennessee",52213,86882,"75,000 - 99,999",11593,176082.0,53328.0
"Putnam County, Tennessee",46924,25754,"75,000 - 99,999",2810,66682.0,18571.0
"Robertson County, Tennessee",60145,30099,"75,000 - 99,999",5063,58402.0,12490.0
"Rutherford County, Tennessee",55375,155592,"75,000 - 99,999",22587,277226.0,95902.0
"Sevier County, Tennessee",44680,33867,"75,000 - 99,999",3836,79305.0,16395.0
"Shelby County, Tennessee",51099,330857,"75,000 - 99,999",39107,678990.0,218563.0
"Sullivan County, Tennessee",50423,54646,"75,000 - 99,999",7287,131659.0,34437.0
"Sumner County, Tennessee",61007,81583,"75,000 - 99,999",11468,160433.0,53713.0
"Washington County, Tennessee",47840,47073,"75,000 - 99,999",5384,112884.0,34745.0
"Williamson County, Tennessee",90050,100968,"75,000 - 99,999",10893,197143.0,115823.0
"Wilson County, Tennessee",65726,64802,"75,000 - 99,999",12433,125701.0,43628.0
"Angelina County, Texas",47195,28578,"75,000 - 99,999",2308,65254.0,9371.0
"Bastrop County, Texas",51167,39571,"75,000 - 99,999",5298,82067.0,16633.0
"Bell County, Texas",47374,147459,"75,000 - 99,999",17164,285837.0,70734.0
"Bexar County, Texas",50330,777634,"75,000 - 99,999",88653,1577176.0,469327.0
"Bowie County, Texas",48664,30078,"75,000 - 99,999",2692,70158.0,14227.0
"Brazoria County, Texas",66074,150662,"75,000 - 99,999",25943,297449.0,88671.0
"Brazos County, Texas",50567,74701,"75,000 - 99,999",8553,195228.0,65229.0
"Cameron County, Texas",40775,133330,"75,000 - 99,999",12129,307280.0,62361.0
"Collin County, Texas",81043,498434,"75,000 - 99,999",72128,903971.0,464159.0
"Comal County, Texas",64288,70621,"75,000 - 99,999",10182,151098.0,62070.0
"Coryell County, Texas",48144,29930,"75,000 - 99,999",4038,66468.0,14746.0
"Dallas County, Texas",54111,1048666,"75,000 - 99,999",121841,1960720.0,662009.0
"Denton County, Texas",70096,426605,"75,000 - 99,999",60229,775789.0,356353.0
"Ector County, Texas",55040,64922,"75,000 - 99,999",7380,114523.0,17604.0
"Ellis County, Texas",58886,90246,"75,000 - 99,999",12504,164005.0,43596.0
"El Paso County, Texas",42817,301158,"75,000 - 99,999",28402,646623.0,149256.0
"Fort Bend County, Texas",66501,345276,"75,000 - 99,999",43993,675098.0,306892.0
"Galveston County, Texas",61877,139393,"75,000 - 99,999",17745,277061.0,89424.0
"Grayson County, Texas",51370,53731,"75,000 - 99,999",6490,111506.0,26824.0
"Gregg County, Texas",49543,45193,"75,000 - 99,999",4145,94101.0,17910.0
"Guadalupe County, Texas",61257,74066,"75,000 - 99,999",10973,143771.0,44018.0
"Harris County, Texas",54231,1821592,"75,000 - 99,999",210083,3595917.0,1130516.0
"Harrison County, Texas",50314,24327,"75,000 - 99,999",3483,53957.0,11846.0
"Hays County, Texas",59951,106214,"75,000 - 99,999",11577,218412.0,84715.0
"Henderson County, Texas",46714,28455,"75,000 - 99,999",2441,67934.0,13070.0
"Hidalgo County, Texas",40858,262777,"75,000 - 99,999",22714,624455.0,115060.0
"Hood County, Texas",52259,,"75,000 - 99,999",,53918.0,15928.0
"Hunt County, Texas",53761,37737,"75,000 - 99,999",3477,85751.0,18786.0
"Jefferson County, Texas",52271,78001,"75,000 - 99,999",9978,189667.0,29992.0
"Johnson County, Texas",51655,76732,"75,000 - 99,999",10412,151003.0,35651.0
"Kaufman County, Texas",56339,67263,"75,000 - 99,999",9056,132176.0,36020.0
"Liberty County, Texas",48521,,"75,000 - 99,999",,75426.0,7705.0
"Lubbock County, Texas",48087,116826,"75,000 - 99,999",10666,245982.0,66919.0
"McLennan County, Texas",48543,95166,"75,000 - 99,999",9983,204510.0,51194.0
"Midland County, Texas",71609,69890,"75,000 - 99,999",11744,126110.0,39295.0
"Montgomery County, Texas",65701,265727,"75,000 - 99,999",36223,527864.0,188696.0
"Nacogdoches County, Texas",47999,,"75,000 - 99,999",,50286.0,11713.0
"Nueces County, Texas",50075,123886,"75,000 - 99,999",13711,269125.0,61898.0
"Orange County, Texas",52709,29344,"75,000 - 99,999",4976,63881.0,10466.0
"Parker County, Texas",64510,64255,"75,000 - 99,999",9105,131017.0,37184.0
"Potter County, Texas",42546,38955,"75,000 - 99,999",4187,86871.0,14243.0
"Randall County, Texas",55181,57866,"75,000 - 99,999",7699,112803.0,34273.0
"Rockwall County, Texas",71535,47330,"75,000 - 99,999",8140,96466.0,39566.0
"San Patricio County, Texas",45150,,"75,000 - 99,999",,52882.0,7783.0
"Smith County, Texas",46529,84347,"75,000 - 99,999",9881,186333.0,51142.0
"Starr County, Texas",35991,,"75,000 - 99,999",,44814.0,5979.0
"Tarrant County, Texas",58073,873059,"75,000 - 99,999",116452,1636001.0,539160.0
"Taylor County, Texas",46304,53971,"75,000 - 99,999",6584,111262.0,28699.0
"Tom Green County, Texas",46522,43658,"75,000 - 99,999",4749,91328.0,21144.0
"Travis County, Texas",73186,596503,"75,000 - 99,999",91437,1072008.0,587070.0
"Victoria County, Texas",52084,,"75,000 - 99,999",,68724.0,12008.0
"Walker County, Texas",46662,,"75,000 - 99,999",,69284.0,16963.0
"Webb County, Texas",41633,88403,"75,000 - 99,999",7479,186417.0,38401.0
"Wichita County, Texas",47813,45828,"75,000 - 99,999",6715,100318.0,22600.0
"Williamson County, Texas",73636,287749,"75,000 - 99,999",41904,532178.0,239169.0
"Wise County, Texas",54382,27412,"75,000 - 99,999",4329,59297.0,13197.0
"Cache County, Utah",57689,41996,"75,000 - 99,999",4668,101021.0,34301.0
"Davis County, Utah",65713,137943,"75,000 - 99,999",22712,263292.0,92433.0
"Salt Lake County, Utah",61938,462287,"75,000 - 99,999",71046,893015.0,325527.0
"Tooele County, Utah",59414,33071,"75,000 - 99,999",5770,56215.0,11846.0
"Utah County, Utah",64820,224065,"75,000 - 99,999",34026,495248.0,182303.0
"Washington County, Utah",53875,54853,"75,000 - 99,999",7324,153735.0,46676.0
"Weber County, Utah",55639,107215,"75,000 - 99,999",16227,201243.0,53765.0
"Chittenden County, Vermont",67249,68834,"75,000 - 99,999",12248,140884.0,67799.0
"Albemarle County, Virginia",69653,42168,"75,000 - 99,999",6369,93564.0,52194.0
"Arlington County, Virginia",102547,122013,"75,000 - 99,999",20714,192093.0,147074.0
"Augusta County, Virginia",54688,27929,"75,000 - 99,999",4630,64172.0,14687.0
"Bedford County, Virginia",51855,26121,"75,000 - 99,999",3220,65830.0,20129.0
"Chesterfield County, Virginia",64942,154467,"75,000 - 99,999",24879,293525.0,120395.0
"Fairfax County, Virginia",93956,478330,"75,000 - 99,999",66250,884058.0,528021.0
"Fauquier County, Virginia",69878,29956,"75,000 - 99,999",4899,57983.0,22829.0
"Frederick County, Virginia",61763,37574,"75,000 - 99,999",5690,74556.0,23216.0
"Hanover County, Virginia",66761,46504,"75,000 - 99,999",7603,89578.0,36415.0
"Henrico County, Virginia",61332,133926,"75,000 - 99,999",16850,262603.0,112413.0
"James City County, Virginia",65725,27689,"75,000 - 99,999",2719,67122.0,33987.0
"Loudoun County, Virginia",103737,188341,"75,000 - 99,999",25839,322276.0,194527.0
"Montgomery County, Virginia",59265,30103,"75,000 - 99,999",4131,83857.0,29108.0
"Prince William County, Virginia",72768,201860,"75,000 - 99,999",29815,361423.0,150605.0
"Roanoke County, Virginia",62947,34420,"75,000 - 99,999",3913,78314.0,25837.0
"Rockingham County, Virginia",54320,31996,"75,000 - 99,999",3475,67242.0,15857.0
"Spotsylvania County, Virginia",72417,59324,"75,000 - 99,999",9457,113335.0,38209.0
"Stafford County, Virginia",74657,69821,"75,000 - 99,999",9980,122515.0,48463.0
"York County, Virginia",70853,,"75,000 - 99,999",,54823.0,25725.0
"Alexandria city, Virginia",90415,80113,"75,000 - 99,999",9178,127354.0,79974.0
"Chesapeake city, Virginia",60623,96653,"75,000 - 99,999",12950,192889.0,65984.0
"Hampton city, Virginia",52290,50215,"75,000 - 99,999",5875,107258.0,28776.0
"Lynchburg city, Virginia",46952,23170,"75,000 - 99,999",2339,64210.0,21900.0
"Newport News city, Virginia",50468,74418,"75,000 - 99,999",11473,140718.0,37826.0
"Norfolk city, Virginia",48575,94421,"75,000 - 99,999",10839,184381.0,53078.0
"Portsmouth city, Virginia",45876,38137,"75,000 - 99,999",3589,74611.0,19049.0
"Richmond city, Virginia",58970,93243,"75,000 - 99,999",12327,189353.0,81086.0
"Roanoke city, Virginia",46050,34971,"75,000 - 99,999",3068,75342.0,21827.0
